Production_ID,Farm_ID,Farmer_ID,Date,Crop,Quantity_Ton,Unit_Price_VND,Revenue_VND,Cost_VND,Profit_VND,AI_Prediction_Accuracy,AI_Error_%,Disease_Risk,Weather_Risk,ESG_Score
P00677,FM088,F088,2025-11-28,Cà phê,18.0,60409,1087362.0,682111,405251.0,98,2.9,Low,Low,84
P00678,FM020,F020,2025-09-26,Xoài,44.0,11474,504856.0,340643,164213.0,91,10.1,Low,Low,96
P00679,FM058,F058,2025-07-28,Lúa,13.6,46938,638356.7999999999,416671,221685.79999999993,89,11.1,High,High,79
P00680,FM028,F028,2025-04-13,Cà phê,2.6,38719,100669.40000000001,49455,51214.40000000001,89,11.9,Low,Low,83
P00681,FM004,F004,2025-12-07,Xoài,13.0,11694,152022.0,91042,60980.0,97,4.1,High,High,82
P00682,FM020,F020,2025-04-08,Thanh long,6.6,40100,264660.0,147812,116848.0,88,13.1,Medium,High,71
P00683,FM072,F072,2025-05-17,Thanh long,7.6,29005,220438.0,107754,112684.0,98,2.2,High,Medium,77
P00684,FM072,F072,2025-03-03,Xoài,8.3,47348,392988.4,231140,161848.40000000002,90,11.0,Medium,High,84
P00685,FM073,F073,2025-02-12,Cà phê,14.6,46149,673775.4,452074,221701.40000000002,90,11.1,Low,Medium,85
P00686,FM043,F043,2025-10-13,Xoài,19.6,59422,1164671.2000000002,778685,385986.2000000002,98,3.9,Medium,Medium,97
P00687,FM012,F012,2025-08-11,Xoài,45.1,10998,496009.8,235152,260857.8,93,7.4,Low,Low,95
P00688,FM032,F032,2025-04-10,Sầu riêng,33.8,50345,1701660.9999999998,770747,930913.9999999998,95,6.5,Low,Medium,86
P00689,FM034,F034,2025-08-28,Sầu riêng,13.4,63340,848756.0,592381,256375.0,96,4.5,Medium,Low,77
P00690,FM091,F091,2025-08-18,Cà phê,34.5,9599,331165.5,198012,133153.5,91,9.6,High,High,78
P00691,FM068,F068,2025-12-05,Xoài,9.0,49920,449280.0,223280,226000.0,95,6.0,Medium,High,79
P00692,FM059,F059,2025-11-24,Thanh long,48.4,69517,3364622.8,2067091,1297531.7999999998,97,4.8,High,High,91
P00693,FM050,F050,2025-11-15,Thanh long,33.9,18954,642540.6,368786,273754.6,88,12.8,Low,High,87
P00694,FM017,F017,2025-10-09,Lúa,35.4,18519,655572.6,363015,292557.6,90,11.7,Medium,Low,71
P00695,FM051,F051,2025-06-08,Thanh long,31.8,24599,782248.2000000001,542770,239478.20000000007,97,4.3,High,High,89
P00696,FM042,F042,2025-02-28,Xoài,3.2,62003,198409.6,110423,87986.6,93,7.5,High,Medium,87
P00697,FM010,F010,2025-09-10,Xoài,29.4,9251,271979.39999999997,174481,97498.39999999997,90,11.8,Low,Low,76
P00698,FM016,F016,2025-10-19,Lúa,44.5,83700,3724650.0,1871472,1853178.0,90,10.3,High,Medium,97
P00699,FM079,F079,2025-08-13,Sầu riêng,8.7,81461,708710.7,401414,307296.69999999995,93,7.5,Low,Medium,84
P00700,FM040,F040,2025-12-16,Thanh long,45.1,8137,366978.7,182836,184142.7,91,10.3,Low,Low,95
P00701,FM042,F042,2025-06-08,Cà phê,39.5,26064,1029528.0,610655,418873.0,93,8.0,Low,Medium,86
P00702,FM094,F094,2025-04-16,Sầu riêng,19.3,82604,1594257.2,1090781,503476.19999999995,96,4.5,Medium,Low,98
P00703,FM081,F081,2025-06-13,Xoài,40.1,46387,1860118.7,918025,942093.7,91,10.9,Medium,High,84
P00704,FM061,F061,2025-02-16,Xoài,3.1,14566,45154.6,30550,14604.599999999999,97,3.7,High,Medium,91
P00705,FM069,F069,2025-04-27,Xoài,30.8,61945,1907906.0,1240282,667624.0,91,10.7,High,High,92
P00706,FM086,F086,2025-03-17,Cà phê,48.0,78207,3753936.0,2445738,1308198.0,96,5.8,High,High,87
P00707,FM055,F055,2025-12-09,Xoài,4.7,13279,62411.3,43373,19038.300000000003,93,7.4,Medium,High,87
P00708,FM029,F029,2025-12-15,Sầu riêng,43.9,24678,1083364.2,694189,389175.19999999995,93,7.4,Low,Medium,71
P00709,FM040,F040,2025-11-13,Thanh long,24.3,19747,479852.10000000003,330173,149679.10000000003,92,8.2,High,Medium,84
P00710,FM078,F078,2025-06-07,Thanh long,15.8,56057,885700.6000000001,503943,381757.6000000001,97,3.9,Medium,Low,84
P00711,FM039,F039,2025-10-28,Sầu riêng,2.9,54698,158624.19999999998,100624,58000.19999999998,94,7.4,Medium,Low,81
P00712,FM097,F097,2025-07-01,Sầu riêng,31.8,17000,540600.0,326369,214231.0,92,8.6,Medium,Medium,89
P00713,FM088,F088,2025-05-10,Cà phê,46.2,38231,1766272.2000000002,803354,962918.2000000002,90,10.8,Medium,High,80
P00714,FM029,F029,2025-06-19,Xoài,17.1,83317,1424720.7000000002,993919,430801.7000000002,98,3.5,High,High,91
P00715,FM042,F042,2025-12-08,Sầu riêng,32.3,24557,793191.1,499881,293310.1,93,7.3,High,Low,94
P00716,FM097,F097,2025-10-01,Thanh long,11.4,12990,148086.0,90448,57638.0,98,3.6,High,Medium,94
P00717,FM077,F077,2025-07-19,Xoài,24.6,22430,551778.0,377912,173866.0,94,7.4,Low,Medium,81
P00718,FM080,F080,2025-02-07,Xoài,9.5,72504,688788.0,321307,367481.0,97,3.9,Medium,Medium,85
P00719,FM092,F092,2025-02-27,Thanh long,9.3,69184,643411.2000000001,422084,221327.20000000007,96,4.2,High,High,80
P00720,FM039,F039,2025-12-10,Cà phê,9.9,45075,446242.5,261350,184892.5,93,8.0,Medium,Low,77
P00721,FM061,F061,2025-11-20,Lúa,14.9,58917,877863.3,468389,409474.30000000005,88,12.4,Low,Low,70
P00722,FM093,F093,2025-04-08,Thanh long,43.3,14206,615119.7999999999,328222,286897.79999999993,93,8.1,Medium,Low,94
P00723,FM093,F093,2025-05-03,Sầu riêng,41.2,62354,2568984.8000000003,1563039,1005945.8000000003,89,12.5,Medium,Low,92
P00724,FM039,F039,2025-04-24,Cà phê,12.5,70767,884587.5,581610,302977.5,97,4.3,Low,Medium,82
P00725,FM021,F021,2025-02-12,Lúa,43.6,9132,398155.2,213544,184611.2,93,8.5,Low,Low,89
P00726,FM063,F063,2025-05-19,Cà phê,6.4,80470,515008.0,284345,230663.0,90,11.6,Low,Low,88
P00727,FM017,F017,2025-11-16,Lúa,19.6,37584,736646.4,419692,316954.4,91,9.7,Low,Medium,96
P00728,FM005,F005,2025-08-06,Lúa,49.0,45155,2212595.0,1533396,679199.0,95,6.2,High,High,70
P00729,FM005,F005,2025-08-22,Cà phê,38.8,12687,492255.6,320544,171711.59999999998,95,6.7,High,Low,75
P00730,FM088,F088,2025-09-05,Xoài,22.9,47682,1091917.8,757468,334449.80000000005,94,7.4,Medium,Low,92
P00731,FM056,F056,2025-09-02,Thanh long,35.1,32393,1136994.3,575685,561309.3,97,4.0,High,Medium,87
P00732,FM072,F072,2025-12-14,Cà phê,37.3,63269,2359933.6999999997,1625499,734434.6999999997,89,11.7,High,High,75
P00733,FM071,F071,2025-03-11,Sầu riêng,32.4,41660,1349784.0,903831,445953.0,98,3.1,Medium,Low,88
P00734,FM048,F048,2025-02-05,Sầu riêng,27.4,73170,2004858.0,1280057,724801.0,96,4.7,Medium,Medium,77
P00735,FM078,F078,2025-04-21,Thanh long,48.2,49078,2365559.6,1113322,1252237.6,93,8.4,Medium,Medium,89
P00736,FM028,F028,2025-09-25,Xoài,29.4,18396,540842.4,311672,229170.40000000002,89,11.4,High,Medium,84
P00737,FM067,F067,2025-06-04,Thanh long,8.7,50124,436078.8,280017,156061.8,95,5.4,Low,Medium,88
P00738,FM030,F030,2025-09-02,Xoài,6.9,36357,250863.30000000002,129151,121712.30000000002,90,11.3,Medium,Medium,92
P00739,FM051,F051,2025-11-12,Sầu riêng,25.7,33622,864085.4,574617,289468.4,97,5.0,Low,High,96
P00740,FM095,F095,2025-06-23,Thanh long,2.5,32967,82417.5,55626,26791.5,98,3.1,Low,Medium,90
P00741,FM079,F079,2025-12-19,Thanh long,15.2,71140,1081328.0,600012,481316.0,95,6.5,High,Low,72
P00742,FM035,F035,2025-11-19,Sầu riêng,7.2,32587,234626.4,137288,97338.4,91,11.0,Low,Medium,84
P00743,FM079,F079,2025-03-14,Cà phê,10.6,37114,393408.39999999997,259156,134252.39999999997,89,12.9,Medium,Medium,92
P00744,FM050,F050,2025-08-01,Thanh long,43.4,74462,3231650.8,1710084,1521566.7999999998,96,5.2,Medium,Low,97
P00745,FM055,F055,2025-12-09,Xoài,23.6,33070,780452.0,390493,389959.0,96,4.6,High,Low,98
P00746,FM054,F054,2025-06-09,Lúa,22.4,82039,1837673.5999999999,1223835,613838.5999999999,97,4.2,High,Low,78
P00747,FM014,F014,2025-12-21,Lúa,3.1,80788,250442.80000000002,120120,130322.80000000002,98,2.9,Medium,Medium,98
P00748,FM062,F062,2025-11-14,Xoài,49.3,42907,2115315.1,1006538,1108777.1,92,8.4,Medium,High,83
P00749,FM004,F004,2025-05-22,Thanh long,29.3,71436,2093074.8,1416302,676772.8,90,10.9,Low,Low,72
P00750,FM016,F016,2025-02-23,Lúa,4.5,64667,291001.5,153712,137289.5,94,6.0,Low,High,89
P00751,FM007,F007,2025-01-18,Xoài,5.4,83814,452595.60000000003,239464,213131.60000000003,96,5.9,Low,Medium,94
P00752,FM100,F100,2025-03-25,Thanh long,3.1,35761,110859.1,70714,40145.100000000006,88,13.8,Medium,High,82
P00753,FM029,F029,2025-11-04,Xoài,29.4,36708,1079215.2,739099,340116.19999999995,96,5.0,High,Medium,90
P00754,FM011,F011,2025-10-14,Thanh long,44.6,70639,3150499.4,1660256,1490243.4,91,10.2,Medium,Low,90
P00755,FM032,F032,2025-12-17,Cà phê,35.9,42010,1508159.0,943885,564274.0,98,3.9,High,Low,92
P00756,FM057,F057,2025-12-15,Thanh long,8.2,31178,255659.59999999998,136243,119416.59999999998,98,2.3,Medium,Medium,85
P00757,FM061,F061,2025-04-23,Lúa,48.2,73787,3556533.4000000004,2084085,1472448.4000000004,98,2.2,Low,Medium,93
P00758,FM007,F007,2025-06-09,Sầu riêng,14.5,44342,642959.0,302148,340811.0,90,11.6,Medium,Medium,70
P00759,FM065,F065,2025-01-17,Xoài,20.6,38150,785890.0,358120,427770.0,98,3.2,High,Low,81
P00760,FM065,F065,2025-06-14,Sầu riêng,11.9,53297,634234.3,295092,339142.30000000005,94,6.0,Medium,Low,79
P00761,FM094,F094,2025-10-01,Xoài,23.7,14727,349029.89999999997,226861,122168.89999999997,92,8.1,High,Medium,94
P00762,FM078,F078,2025-10-09,Xoài,18.0,8385,150930.0,88032,62898.0,88,13.4,High,Medium,89
P00763,FM066,F066,2025-11-06,Lúa,16.8,20951,351976.8,179494,172482.8,95,6.6,High,Medium,88
P00764,FM056,F056,2025-10-18,Lúa,6.6,35825,236445.0,110618,125827.0,96,4.6,Low,Low,78
P00765,FM097,F097,2025-10-11,Thanh long,48.7,48517,2362777.9,1074996,1287781.9,95,6.7,Low,Low,80
P00766,FM022,F022,2025-07-08,Sầu riêng,21.4,77240,1652936.0,928553,724383.0,92,9.8,High,High,90
P00767,FM068,F068,2025-04-22,Lúa,6.3,55503,349668.89999999997,203698,145970.89999999997,90,10.5,High,High,85
P00768,FM021,F021,2025-05-25,Sầu riêng,16.9,33558,567130.2,376885,190245.19999999995,92,9.3,Low,Low,98
P00769,FM074,F074,2025-05-15,Xoài,43.9,62313,2735540.6999999997,1278674,1456866.6999999997,98,2.8,Low,Low,78
P00770,FM013,F013,2025-09-04,Lúa,18.3,13781,252192.30000000002,120927,131265.30000000002,91,9.9,High,Low,70
P00771,FM054,F054,2025-08-10,Thanh long,6.5,25434,165321.0,107465,57856.0,89,12.1,Low,Low,92
P00772,FM087,F087,2025-06-01,Xoài,39.3,66535,2614825.5,1823896,790929.5,97,3.8,Low,High,74
P00773,FM016,F016,2025-03-07,Sầu riêng,22.5,49652,1117170.0,674073,443097.0,88,12.5,High,High,79
P00774,FM040,F040,2025-02-05,Xoài,14.8,61522,910525.6000000001,595314,315211.6000000001,97,3.5,Low,Medium,92
P00775,FM064,F064,2025-07-27,Sầu riêng,25.2,55550,1399860.0,938640,461220.0,89,11.6,High,Medium,83
P00776,FM044,F044,2025-04-26,Sầu riêng,27.3,48078,1312529.4000000001,763025,549504.4000000001,94,7.9,Low,High,79
P00777,FM047,F047,2025-04-22,Cà phê,22.2,22013,488688.6,255861,232827.59999999998,88,13.6,Low,Medium,88
P00778,FM065,F065,2025-09-10,Thanh long,12.1,14158,171311.8,79018,92293.79999999999,88,13.1,Medium,Medium,71
P00779,FM070,F070,2025-12-01,Thanh long,39.8,41142,1637451.5999999999,1063553,573898.5999999999,94,7.2,Medium,Medium,83
P00780,FM001,F001,2025-05-12,Cà phê,26.0,59740,1553240.0,755238,798002.0,97,4.3,High,Medium,77
P00781,FM023,F023,2025-02-07,Xoài,16.8,58608,984614.4,552464,432150.4,89,11.8,High,Medium,74
P00782,FM013,F013,2025-01-23,Xoài,20.4,19624,400329.6,247103,153226.59999999998,95,5.4,High,Low,70
P00783,FM016,F016,2025-10-08,Sầu riêng,29.1,39264,1142582.4000000001,782495,360087.40000000014,92,9.6,Medium,High,88
P00784,FM035,F035,2025-04-27,Xoài,47.7,67315,3210925.5,1697337,1513588.5,98,2.1,Low,Medium,81
P00785,FM056,F056,2025-02-09,Xoài,14.6,56187,820330.2,406654,413676.19999999995,90,11.0,Medium,Low,76
P00786,FM013,F013,2025-10-06,Lúa,11.7,69647,814869.8999999999,493829,321040.8999999999,92,9.3,High,Medium,76
P00787,FM044,F044,2025-01-07,Thanh long,12.3,54187,666500.1000000001,439803,226697.1000000001,88,13.1,High,Low,87
P00788,FM041,F041,2025-04-14,Sầu riêng,4.2,44151,185434.2,107713,77721.20000000001,93,8.4,Medium,High,98
P00789,FM093,F093,2025-05-07,Xoài,43.7,78634,3436305.8000000003,1663542,1772763.8000000003,93,8.5,Medium,Low,71
P00790,FM027,F027,2025-02-09,Sầu riêng,43.4,28608,1241587.2,729370,512217.19999999995,92,8.3,High,High,95
P00791,FM030,F030,2025-05-22,Cà phê,44.0,83548,3676112.0,2305200,1370912.0,89,11.5,High,High,91
P00792,FM043,F043,2025-12-22,Lúa,13.8,54326,749698.8,447826,301872.80000000005,88,14.0,Medium,Low,91
P00793,FM069,F069,2025-03-28,Sầu riêng,8.8,62143,546858.4,286140,260718.40000000002,91,9.2,Medium,Low,92
P00794,FM075,F075,2025-04-11,Xoài,10.8,12215,131922.0,77652,54270.0,91,10.1,Medium,Low,89
P00795,FM003,F003,2025-09-05,Thanh long,47.4,14286,677156.4,344039,333117.4,90,10.5,High,Low,88
P00796,FM055,F055,2025-09-23,Lúa,24.9,51669,1286558.0999999999,771130,515428.09999999986,97,3.1,Medium,High,85
P00797,FM046,F046,2025-05-21,Sầu riêng,5.6,53457,299359.19999999995,172238,127121.19999999995,96,5.9,High,Low,70
P00798,FM034,F034,2025-09-13,Cà phê,17.7,53800,952260.0,565646,386614.0,91,9.6,High,Medium,89
P00799,FM089,F089,2025-06-04,Cà phê,20.2,14369,290253.8,190307,99946.79999999999,94,7.0,High,Low,93
P00800,FM024,F024,2025-07-27,Lúa,5.4,81767,441541.80000000005,201483,240058.80000000005,89,11.1,High,High,92
P00801,FM022,F022,2025-05-04,Xoài,46.2,19430,897666.0,518433,379233.0,90,10.4,Medium,Medium,77
P00802,FM020,F020,2025-08-09,Lúa,44.9,9375,420937.5,282122,138815.5,95,5.9,Medium,Low,79
P00803,FM008,F008,2025-10-15,Lúa,48.3,84519,4082267.6999999997,2237146,1845121.6999999997,97,4.1,High,Medium,85
P00804,FM043,F043,2025-04-19,Lúa,10.4,34739,361285.60000000003,197587,163698.60000000003,88,12.9,Low,Medium,82
P00805,FM005,F005,2025-11-21,Cà phê,44.1,34698,1530181.8,795207,734974.8,92,8.8,High,Medium,93
P00806,FM033,F033,2025-10-19,Thanh long,10.3,63606,655141.8,413069,242072.80000000005,92,8.6,Low,High,87
P00807,FM029,F029,2025-11-12,Xoài,31.9,41012,1308282.8,605520,702762.8,92,9.9,Low,High,71
P00808,FM087,F087,2025-11-19,Sầu riêng,49.9,20035,999746.5,618062,381684.5,98,2.6,Medium,High,70
P00809,FM065,F065,2025-12-28,Cà phê,46.8,80246,3755512.8,1765544,1989968.7999999998,97,4.8,Low,Medium,71
P00810,FM091,F091,2025-01-21,Thanh long,32.2,57293,1844834.6,954500,890334.6000000001,88,12.4,Medium,Low,73
P00811,FM023,F023,2025-09-26,Cà phê,24.8,21682,537713.6,256660,281053.6,97,3.5,High,High,96
P00812,FM055,F055,2025-04-17,Cà phê,20.8,56985,1185288.0,808756,376532.0,98,3.9,Medium,High,77
P00813,FM002,F002,2025-09-20,Xoài,29.0,24422,708238.0,437964,270274.0,92,9.4,High,Medium,70
P00814,FM052,F052,2025-12-07,Lúa,8.0,47078,376624.0,188751,187873.0,88,13.8,High,Low,81
P00815,FM060,F060,2025-12-19,Lúa,42.4,57327,2430664.8,1231754,1198910.7999999998,95,6.5,Low,Medium,81
P00816,FM071,F071,2025-02-17,Cà phê,17.8,69170,1231226.0,682358,548868.0,96,5.9,High,Medium,84
P00817,FM032,F032,2025-09-02,Xoài,49.2,79539,3913318.8000000003,2700249,1213069.8000000003,92,9.6,High,Medium,84
P00818,FM039,F039,2025-09-19,Thanh long,42.6,63507,2705398.2,1797186,908212.2000000002,88,13.7,Low,High,97
P00819,FM062,F062,2025-09-08,Thanh long,33.1,28892,956325.2000000001,478557,477768.20000000007,98,2.5,Low,Medium,72
P00820,FM064,F064,2025-06-15,Thanh long,15.3,40647,621899.1,290968,330931.1,96,4.4,Medium,High,91
P00821,FM038,F038,2025-06-24,Thanh long,45.5,55358,2518789.0,1642966,875823.0,96,4.2,High,Low,72
P00822,FM059,F059,2025-02-16,Cà phê,47.9,69775,3342222.5,1532751,1809471.5,89,12.2,High,High,78
P00823,FM061,F061,2025-11-20,Lúa,2.8,57520,161056.0,98002,63054.0,96,4.8,High,Medium,76
P00824,FM088,F088,2025-06-05,Sầu riêng,25.3,21355,540281.5,356036,184245.5,95,5.2,High,Low,96
P00825,FM082,F082,2025-01-25,Sầu riêng,14.2,43269,614419.7999999999,396671,217748.79999999993,89,12.5,High,Low,93
P00826,FM002,F002,2025-03-19,Lúa,7.1,45681,324335.1,216269,108066.09999999998,98,2.7,High,Medium,77
P00827,FM042,F042,2025-03-04,Cà phê,7.6,59005,448438.0,312491,135947.0,91,9.0,Medium,Medium,77
P00828,FM054,F054,2025-05-18,Xoài,36.2,14472,523886.4,260192,263694.4,96,5.7,Low,High,95
P00829,FM020,F020,2025-09-02,Xoài,16.4,18081,296528.39999999997,196070,100458.39999999997,96,5.4,Medium,Medium,83
P00830,FM030,F030,2025-03-25,Thanh long,33.1,52059,1723152.9000000001,875108,848044.9000000001,91,9.0,Low,Medium,96
P00831,FM016,F016,2025-03-01,Thanh long,13.3,82823,1101545.9000000001,736940,364605.90000000014,94,6.6,Medium,Medium,77
P00832,FM023,F023,2025-11-14,Cà phê,41.6,8291,344905.60000000003,237254,107651.60000000003,98,2.1,Medium,Low,74
P00833,FM062,F062,2025-11-05,Lúa,22.3,43531,970741.3,553972,416769.30000000005,98,4.0,High,Medium,77
P00834,FM023,F023,2025-05-21,Lúa,9.6,8261,79305.59999999999,36884,42421.59999999999,95,5.7,Low,Medium,72
P00835,FM093,F093,2025-10-06,Thanh long,12.1,20877,252611.69999999998,153090,99521.69999999998,90,11.8,Low,Medium,80
P00836,FM070,F070,2025-05-19,Thanh long,48.0,47137,2262576.0,1253009,1009567.0,89,13.0,High,Medium,71
P00837,FM080,F080,2025-09-12,Cà phê,48.8,72898,3557422.4,2266253,1291169.4,98,3.8,Medium,Low,87
P00838,FM023,F023,2025-08-01,Xoài,6.5,13978,90857.0,63490,27367.0,96,5.1,Medium,Low,79
P00839,FM060,F060,2025-05-11,Sầu riêng,9.0,52678,474102.0,327238,146864.0,93,8.1,Low,Medium,77
P00840,FM080,F080,2025-02-07,Sầu riêng,45.0,29809,1341405.0,772762,568643.0,90,10.7,Medium,High,80
P00841,FM059,F059,2025-05-20,Xoài,11.9,16721,198979.9,109758,89221.9,91,9.2,Medium,Medium,81
P00842,FM090,F090,2025-08-05,Lúa,5.6,9313,52152.799999999996,25732,26420.799999999996,98,2.4,Low,Medium,91
P00843,FM052,F052,2025-04-05,Thanh long,31.3,53922,1687758.6,1013890,673868.6000000001,90,10.7,Low,High,84
P00844,FM028,F028,2025-09-08,Xoài,28.5,32663,930895.5,507617,423278.5,89,11.3,Medium,Medium,87
P00845,FM029,F029,2025-09-27,Xoài,16.5,77578,1280037.0,843712,436325.0,89,12.4,High,High,71
P00846,FM089,F089,2025-05-13,Thanh long,20.1,11875,238687.50000000003,160636,78051.50000000003,95,5.3,Medium,Medium,77
P00847,FM038,F038,2025-04-03,Cà phê,8.9,17259,153605.1,77550,76055.1,98,2.9,Medium,Medium,89
P00848,FM004,F004,2025-03-04,Cà phê,42.7,49016,2092983.2000000002,1182266,910717.2000000002,92,8.3,High,Low,98
P00849,FM065,F065,2025-02-06,Sầu riêng,49.1,82604,4055856.4,1927269,2128587.4,91,9.3,High,High,79
P00850,FM094,F094,2025-07-22,Thanh long,5.3,49913,264538.89999999997,126078,138460.89999999997,98,3.0,High,Medium,95
P00851,FM099,F099,2025-04-16,Lúa,10.1,46858,473265.8,284816,188449.8,94,6.0,High,Medium,79
P00852,FM009,F009,2025-12-08,Lúa,11.3,41043,463785.9,299883,163902.90000000002,93,8.4,Low,Low,70
P00853,FM078,F078,2025-09-04,Lúa,6.1,40392,246391.19999999998,158120,88271.19999999998,88,13.2,High,High,94
P00854,FM037,F037,2025-02-02,Cà phê,31.6,67802,2142543.2,1354153,788390.2000000002,90,11.7,Medium,Low,96
P00855,FM003,F003,2025-11-08,Lúa,23.9,60552,1447192.7999999998,922322,524870.7999999998,92,10.0,Low,High,83
P00856,FM065,F065,2025-08-23,Sầu riêng,30.9,22137,684033.2999999999,403846,280187.29999999993,97,3.7,Low,High,70
P00857,FM083,F083,2025-12-24,Xoài,49.0,16308,799092.0,426008,373084.0,96,5.4,High,High,87
P00858,FM015,F015,2025-01-26,Sầu riêng,29.9,52910,1582009.0,1021843,560166.0,90,10.8,Low,Low,91
P00859,FM003,F003,2025-01-11,Cà phê,38.9,42967,1671416.3,823761,847655.3,91,10.9,High,High,88
P00860,FM038,F038,2025-04-23,Thanh long,20.9,56362,1177965.7999999998,816223,361742.7999999998,91,9.8,Low,High,98
P00861,FM081,F081,2025-09-13,Thanh long,32.5,44793,1455772.5,936810,518962.5,94,7.0,Medium,Medium,74
P00862,FM096,F096,2025-03-23,Lúa,6.0,44994,269964.0,175110,94854.0,94,7.6,High,Low,97
P00863,FM096,F096,2025-02-14,Sầu riêng,21.0,65154,1368234.0,914213,454021.0,90,11.9,Medium,Low,71
P00864,FM045,F045,2025-11-27,Lúa,19.0,37168,706192.0,403314,302878.0,90,10.5,Low,Low,73
P00865,FM078,F078,2025-11-19,Cà phê,7.6,51256,389545.6,255745,133800.59999999998,98,3.5,Low,Low,91
P00866,FM100,F100,2025-01-10,Xoài,45.1,77863,3511621.3000000003,1772340,1739281.3000000003,95,6.8,Low,Low,77
P00867,FM074,F074,2025-01-15,Thanh long,16.0,63142,1010272.0,543374,466898.0,91,10.7,High,Low,94
P00868,FM064,F064,2025-07-15,Lúa,22.1,78051,1724927.1,882251,842676.1000000001,90,11.0,Medium,Low,89
P00869,FM090,F090,2025-08-06,Thanh long,33.5,23459,785876.5,511856,274020.5,97,4.5,Low,Low,74
P00870,FM073,F073,2025-11-20,Lúa,50.0,39945,1997250.0,1014303,982947.0,95,6.2,Medium,Low,81
P00871,FM051,F051,2025-12-27,Cà phê,16.8,36858,619214.4,315614,303600.4,98,3.9,Medium,Low,70
P00872,FM081,F081,2025-09-10,Lúa,12.2,41609,507629.8,324427,183202.8,98,2.1,Low,Medium,91
P00873,FM015,F015,2025-04-28,Lúa,7.7,61393,472726.10000000003,320575,152151.10000000003,96,5.4,Medium,Low,81
P00874,FM096,F096,2025-06-25,Cà phê,26.6,70942,1887057.2000000002,1299276,587781.2000000002,92,8.9,High,Low,77
P00875,FM065,F065,2025-12-17,Thanh long,13.2,71504,943852.7999999999,520337,423515.79999999993,96,4.3,Low,High,93
P00876,FM086,F086,2025-11-06,Lúa,14.3,43270,618761.0,335999,282762.0,92,8.7,High,High,96
P00877,FM084,F084,2025-04-15,Lúa,47.0,35745,1680015.0,1164968,515047.0,92,9.0,Low,Low,90
P00878,FM021,F021,2025-01-28,Lúa,44.9,17939,805461.1,464473,340988.1,88,12.5,High,High,86
P00879,FM074,F074,2025-06-05,Cà phê,27.5,30389,835697.5,492336,343361.5,92,8.9,Low,Low,93
P00880,FM009,F009,2025-10-27,Sầu riêng,39.3,65266,2564953.8,1165583,1399370.7999999998,94,7.9,Low,High,85
P00881,FM090,F090,2025-12-02,Cà phê,46.8,47063,2202548.4,1377569,824979.3999999999,88,12.6,Medium,High,89
P00882,FM061,F061,2025-03-08,Thanh long,44.2,27609,1220317.8,584807,635510.8,90,11.2,High,Low,72
P00883,FM064,F064,2025-09-01,Cà phê,23.4,54048,1264723.2,867728,396995.19999999995,90,10.7,Medium,Low,91
P00884,FM018,F018,2025-07-14,Cà phê,42.3,13241,560094.2999999999,338595,221499.29999999993,95,6.4,Medium,Medium,80
P00885,FM004,F004,2025-07-10,Sầu riêng,38.9,53803,2092936.7,1046172,1046764.7,91,9.9,Medium,High,78
P00886,FM029,F029,2025-10-26,Cà phê,19.0,58660,1114540.0,742043,372497.0,96,5.9,High,High,84
P00887,FM009,F009,2025-06-26,Xoài,47.8,83057,3970124.5999999996,2288035,1682089.5999999996,94,6.8,High,Medium,89
P00888,FM048,F048,2025-11-02,Thanh long,13.6,14750,200600.0,110754,89846.0,93,7.2,High,Low,74
P00889,FM023,F023,2025-10-26,Thanh long,17.0,48015,816255.0,487751,328504.0,94,7.0,High,Medium,96
P00890,FM052,F052,2025-05-11,Sầu riêng,27.8,15338,426396.4,198764,227632.40000000002,98,3.4,Medium,Medium,97
P00891,FM086,F086,2025-01-28,Lúa,31.5,11977,377275.5,236160,141115.5,98,3.5,Low,Low,83
P00892,FM073,F073,2025-11-05,Lúa,38.1,49663,1892160.3,1125725,766435.3,90,11.6,Low,Medium,95
P00893,FM009,F009,2025-05-08,Thanh long,12.5,60201,752512.5,408650,343862.5,95,5.3,Low,Low,74
P00894,FM023,F023,2025-08-17,Lúa,15.1,73890,1115739.0,503486,612253.0,88,13.3,Medium,Low,70
P00895,FM015,F015,2025-09-13,Sầu riêng,31.2,34602,1079582.4,585121,494461.3999999999,93,8.1,Low,High,98
P00896,FM083,F083,2025-08-12,Xoài,49.4,81219,4012218.6,2542502,1469716.6,98,3.7,Low,Medium,73
P00897,FM094,F094,2025-12-06,Xoài,3.5,53600,187600.0,102208,85392.0,91,9.3,Medium,High,70
P00898,FM056,F056,2025-12-02,Xoài,38.3,83106,3182959.8,1508635,1674324.7999999998,90,11.8,Low,Low,90
P00899,FM018,F018,2025-10-05,Cà phê,5.4,72267,390241.80000000005,187546,202695.80000000005,96,4.7,Medium,Low,86
P00900,FM082,F082,2025-10-11,Lúa,21.3,16940,360822.0,208935,151887.0,95,6.0,High,High,93
P00901,FM062,F062,2025-09-16,Xoài,2.0,59446,118892.0,64865,54027.0,90,10.3,Low,Medium,86
P00902,FM044,F044,2025-11-18,Lúa,31.6,15896,502313.60000000003,295294,207019.60000000003,96,5.2,Medium,Medium,98
P00903,FM028,F028,2025-12-04,Lúa,45.6,25099,1144514.4000000001,723510,421004.40000000014,92,8.6,Medium,Medium,77
